sample,temp,scan,timestamp,n_avg,A,A_err,T2,T2_err,beta,beta_err,dropped,elapsed_min,alpha
DAP,33C,18,2020-09-29 09:28:06,1,19.29465349574073,0.23492875186232842,0.02352815530284217,0.0005178757412689321,0.717574754069283,0.010551412566522148,False,15.233333333333333,0.28337806076289473
DAP,33C,19,2020-09-29 09:28:58,1,18.99100770169935,0.22723700203687686,0.02313280888000234,0.0004947496526673882,0.729473361306407,0.010685892742168794,False,16.1,0.2954195453824606
DAP,33C,20,2020-09-29 09:29:52,1,19.302832747671008,0.2476199524614239,0.021614783493052084,0.0005047068334108443,0.7103159646268931,0.010905398450078634,False,17.0,0.34165565197922554
DAP,33C,21,2020-09-29 09:30:46,1,19.208468058759305,0.24989457318347005,0.020576616591972626,0.0004845996950847909,0.715947352931944,0.011218878346153392,False,17.9,0.3732762005656872
DAP,33C,22,2020-09-29 09:31:40,1,19.011155454117237,0.2474699696557908,0.020219685969916624,0.00046774833574314854,0.735455793240753,0.011794544088384703,False,18.8,0.3841476144635707
DAP,33C,23,2020-09-29 09:32:34,1,19.17891990772999,0.2532180669671083,0.01912636977073405,0.0004521121320838294,0.7274845288420272,0.011722795666559468,False,19.7,0.41744790361811024
DAP,33C,24,2020-09-29 09:33:28,1,19.31131458894189,0.2648224070067769,0.01805677405577016,0.0004484086204182747,0.7154244718205043,0.011803750620427687,False,20.6,0.4500257128679722
DAP,33C,25,2020-09-29 09:34:22,1,19.232975269633137,0.27203233660842857,0.017098527791898046,0.00043997904762252545,0.7105381799770597,0.012018999762117788,False,21.5,0.4792120339817143
DAP,33C,26,2020-09-29 09:35:16,1,19.08906904566343,0.27517654267895636,0.016388100951972875,0.0004218809276616536,0.7299782325490394,0.012873641456814786,False,22.4,0.5008502564925869
DAP,33C,27,2020-09-29 09:36:08,1,18.904657529946682,0.28119357040021653,0.015767862900739827,0.0004167153259404919,0.7353381115839198,0.013462186945687698,False,23.266666666666666,0.519741503568365
DAP,33C,28,2020-09-29 09:37:02,1,19.290823450770112,0.3001153848803707,0.014313340126545443,0.00040217179421530067,0.7178589028365883,0.01346392496933893,False,24.166666666666668,0.5640434438476268
DAP,33C,29,2020-09-29 09:37:56,1,18.717891056245644,0.29349062076887406,0.01426122694023192,0.0003955483975627785,0.7399343866123784,0.014349933956456954,False,25.066666666666666,0.5656307103440916
